"key","English (en)","Spanish (es)","Status"
"nostr.chat","Nostr chat","Chat de Nostr","translated"
"nostr.checking","Checking…","Comprobando…","translated"
"nostr.checkRelayStatus","Check relay status","Comprobar estado de los relays","translated"
"nostr.connected","connected","conectado","translated"
"nostr.deriving","Deriving…","Derivando…","translated"
"nostr.disable","Disable","Desactivar","translated"
"nostr.dmDescription","End-to-end encrypted DMs using NIP-17.","Mensajes directos cifrados de extremo a extremo mediante NIP-17.","translated"
"nostr.enable","Enable","Activar","translated"
"nostr.identity","Nostr identity","Identidad de Nostr","translated"
"nostr.identityDescription","Derived from your seed via NIP-06 (a separate path) — your spending keys are never reused.","Derivada de tu semilla mediante NIP-06 (una ruta separada); tus claves de gasto nunca se reutilizan.","translated"
"nostr.invalidRelay","Enter a secure relay URL beginning with wss://","Introduce una URL de relay segura que comience por wss://","translated"
"nostr.privacyWarning","Relay operators can still observe connection metadata, timing, and recipient tags. Encrypted content is not the same as network anonymity.","Los operadores de relays aún pueden observar metadatos de conexión, tiempos y etiquetas de destinatarios. El contenido cifrado no equivale al anonimato de red.","translated"
"nostr.relays","Relays","Relays","stable-term"
"nostr.relaysDescription","WSS relays used for chat and the P2P-fusion transport. Add your own or use the defaults.","Relays WSS usados para el chat y el transporte de fusión P2P. Añade los tuyos o usa los predeterminados.","translated"
"nostr.remove","Remove","Eliminar","translated"
"nostr.unknown","unknown","desconocido","translated"
"nostr.unreachable","unreachable","inaccesible","translated"
"notifications.dismiss","Dismiss","Descartar","translated"
"notifications.fundsReceived","Funds received","Fondos recibidos","translated"
"notifications.fundsReceivedBody","{amount} sats to {address} • {txid}","{amount} sats a {address} • {txid}","translated"
"notifications.incomingBch","Incoming BCH","BCH entrante","translated"
"notifications.incomingToken","Incoming token","Token entrante","translated"
"notifications.transactionConfirmed","Transaction confirmed","Transacción confirmada","translated"
"notifications.unknownAddress","unknown address","dirección desconocida","translated"
"onboarding.back","Back","Atrás","translated"
"onboarding.closeHelp","Close help","Cerrar ayuda","translated"
"onboarding.confirm","Confirm","Confirmar","translated"
"onboarding.confirmError","Those don't match your seed phrase. Check the words and try again.","La frase no coincide. Comprueba las palabras e inténtalo de nuevo.","translated"
"onboarding.confirmInstruction","Type the requested words to prove you saved them correctly.","Escribe las palabras solicitadas para demostrar que las guardaste correctamente.","translated"
"onboarding.confirmPasswordPlaceholder","Confirm password","Confirmar contraseña","translated"
"onboarding.confirmSeed","Confirm Your Seed Phrase","Confirma tu frase de recuperación","translated"
"onboarding.connectHardware","Connect Hardware Wallet","Conectar billetera física","translated"
"onboarding.continue","Continue","Continuar","translated"
"onboarding.createNewWallet","Create New Wallet","Crear billetera nueva","translated"
"onboarding.createWallet","Create Wallet","Crear billetera","translated"
"onboarding.createWatchOnly","Create Watch-Only Wallet","Crear billetera de solo lectura","translated"
"onboarding.creating","Creating Wallet…","Creando billetera…","translated"
"onboarding.creationFailed","Wallet creation failed. Please try again.","No se pudo crear la billetera. Inténtalo de nuevo.","translated"
"onboarding.databasePreparationFailed","Could not prepare the wallet on this device.","No se pudo preparar la billetera en este dispositivo.","translated"
"onboarding.generatedMnemonic","Generated Mnemonic:","Frase mnemónica generada:","translated"
"onboarding.generatingSeed","Generating seed phrase…","Generando frase de recuperación…","translated"
"onboarding.helpCreateDescription","Use this if you want a new wallet with a fresh seed phrase on this device.","Usa esta opción si quieres una billetera nueva con una frase de recuperación nueva en este dispositivo.","translated"
"onboarding.helpCreateTitle","Create Wallet","Crear billetera","translated"
"onboarding.helpDescription","Create a wallet for the first time or restore one you already have.","Crea una billetera por primera vez o restaura una que ya tienes.","translated"
"onboarding.helpImportDescription","Use this if you already have a 12-word recovery phrase and want access to an existing wallet.","Usa esta opción si ya tienes una frase de recuperación de 12 palabras y quieres acceder a una billetera existente.","translated"
"onboarding.helpImportTitle","Import Wallet","Importar billetera","translated"
"onboarding.helpNetworkDescription","Select Mainnet for real funds or CHIPNET for test funds before you proceed.","Selecciona Mainnet para fondos reales o CHIPNET para fondos de prueba antes de continuar.","translated"
"onboarding.helpNetworkTitle","Choose a network","Elegir una red","translated"
"onboarding.helpTitle","Getting started","Primeros pasos","translated"
"onboarding.importFailed","Wallet import failed. Please try again.","No se pudo importar la billetera. Inténtalo de nuevo.","translated"
"onboarding.importing","Importing Wallet…","Importando billetera…","translated"
"onboarding.importWallet","Import Wallet","Importar billetera","translated"
"onboarding.invalidMnemonic","Enter a valid English BIP39 recovery phrase with 12, 15, 18, 21, or 24 words.","Introduce una frase BIP39 válida de 12, 15, 18, 21 o 24 palabras.","translated"
"onboarding.missingWord","Word {number} is missing.","Falta la palabra {number}.","translated"
"onboarding.mnemonicLoading","The recovery phrase is still loading. Please wait a moment.","La frase de recuperación todavía se está cargando. Espera un momento.","translated"
"onboarding.mnemonicWarning","Your recovery phrase is the master key to your wallet. Store it securely and never share it.","Tu frase de recuperación es la clave maestra de tu billetera. Guárdala de forma segura y no la compartas.","translated"
"onboarding.nameRequired","Give this wallet a name.","Dale un nombre a esta billetera.","translated"
"onboarding.nameWallet","Name This Wallet","Nombra esta billetera","translated"
"onboarding.nameWalletDescription","Give this wallet a name and a password. Each wallet on this device has its own independent password.","Dale un nombre y una contraseña a esta billetera. Cada billetera de este dispositivo tiene su propia contraseña independiente.","translated"
"onboarding.passwordMismatch","Passwords do not match.","Las contraseñas no coinciden.","translated"
"onboarding.passwordPlaceholder","Password (or leave blank)","Contraseña (o déjalo en blanco)","translated"
"onboarding.poweredBy","Powered with Bitcoin Covenants for Bitcoin Cash","Impulsada por covenants de Bitcoin para Bitcoin Cash","translated"
"onboarding.recoveryDescription","Enter your BIP39 recovery phrase (12, 15, 18, 21, or 24 words). Each box corresponds to the word order.","Introduce tu frase BIP39 de 12, 15, 18, 21 o 24 palabras. Cada casilla corresponde al orden de una palabra.","translated"
"onboarding.recoveryPhrase","Recovery Phrase","Frase de recuperación","translated"
"onboarding.seedInstruction","Write these 12 words down in order and keep them somewhere safe. Anyone with this phrase can spend your funds — never share it or store it digitally.","Escribe estas 12 palabras en orden y guárdalas en un lugar seguro. Cualquiera que tenga esta frase puede gastar tus fondos; no la compartas ni la guardes digitalmente.","translated"
"onboarding.seedTitle","Your Seed Phrase","Tu frase de recuperación","translated"
"onboarding.toggleTheme","Toggle theme","Cambiar tema","translated"
"onboarding.walletAlreadyAvailable","This wallet is already available on this device.","Esta billetera ya está disponible en este dispositivo.","translated"
"onboarding.walletAlreadyExists","This wallet may already exist on this device.","Es posible que esta billetera ya exista en este dispositivo.","translated"
"onboarding.walletNamePlaceholder","Wallet name","Nombre de la billetera","translated"
"onboarding.walletSavedIdFailed","Wallet was saved, but its wallet ID could not be resolved.","La billetera se guardó, pero no se pudo resolver su identificador.","translated"
"onboarding.walletSetup","Wallet Setup","Configuración de billetera","translated"
"onboarding.walletSetupDescription","Choose the network and address path this wallet will use.","Elige la red y la ruta de direcciones que usará esta billetera.","translated"
"onboarding.welcomeAlt","OPTN Wallet","Billetera OPTN","stable-term"
"onboarding.word","Word","Palabra","translated"
"onboarding.wordCountLabel","Phrase length","Longitud de la frase","translated"
"onboarding.wordPlaceholder","word","palabra","translated"
"onboarding.words","words","palabras","translated"
"onboarding.wroteItDown","I've written it down","Ya la he escrito","translated"
"outbox.amount","Amount","Importe","translated"
"outbox.clearPending","Clear pending lock","Borrar bloqueo pendiente","translated"
"outbox.clearPendingTitle","Clear this pending lock if the transaction was not actually sent","Borra este bloqueo si la transacción realmente no se envió","translated"
"outbox.copyTxid","Copy txid","Copiar txid","translated"
