"key","English (en)","Japanese (ja)","Status"
"home.walletOverview","Wallet overview","ウォレット概要","translated"
"nav.actions","Actions","操作","stable-term"
"nav.apps","Apps","アプリ","translated"
"nav.assets","Assets","資産","translated"
"nav.home","Home","ホーム","translated"
"nav.settings","Settings","設定","translated"
"network.chipnet","Chipnet","Chipnet","stable-term"
"network.mainnet","Mainnet","Mainnet","stable-term"
"network.switch","Switch network. Current: {network}","ネットワークを切り替え。現在: {network}","translated"
"nftConfig.capability","NFT Capability","NFT 権限","translated"
"nftConfig.commitment","NFT Commitment","NFT コミットメント","translated"
"nftConfig.done","Done","完了","translated"
"nftConfig.minting","minting","発行","translated"
"nftConfig.mintingDescription","one NFT authority that can create multiple next NFTs.","複数の後続 NFT を作成できる NFT 権限 1 個。","translated"
"nftConfig.mutable","mutable","可変","translated"
"nftConfig.mutableDescription","one NFT that may update its commitment when spent.","使用時に commitment を更新できる NFT 1 個。","translated"
"nftConfig.none","none","なし","translated"
"nftConfig.noneDescription","one immutable NFT, best for approvals or receipts.","承認や領収書に適した不変 NFT 1 個。","translated"
"nftConfig.placeholder","Up to 40 bytes","最大 40 バイト","translated"
"nftConfig.title","NFT Configuration","NFT 設定","translated"
"nostr.active","{active}/{total} active","{active}/{total} 件が有効","translated"
"nostr.add","Add","追加","translated"
"nostr.chat","Nostr chat","Nostr チャット","translated"
"nostr.checking","Checking…","確認中…","translated"
"nostr.checkRelayStatus","Check relay status","relay の状態を確認","translated"
"nostr.connected","connected","接続済み","translated"
"nostr.deriving","Deriving…","導出中…","translated"
"nostr.disable","Disable","無効化","translated"
"nostr.dmDescription","End-to-end encrypted DMs using NIP-17.","NIP-17 を使うエンドツーエンド暗号化 DM。","translated"
"nostr.enable","Enable","有効化","translated"
"nostr.identity","Nostr identity","Nostr アイデンティティ","translated"
"nostr.identityDescription","Derived from your seed via NIP-06 (a separate path) — your spending keys are never reused.","NIP-06 を通じて seed から導出される別パスです。支出キーは再利用されません。","translated"
"nostr.invalidRelay","Enter a secure relay URL beginning with wss://","wss:// で始まる安全な relay URL を入力してください","translated"
"nostr.privacyWarning","Relay operators can still observe connection metadata, timing, and recipient tags. Encrypted content is not the same as network anonymity.","relay の運営者は接続メタデータ、時刻、受取人タグを観測できます。暗号化された内容はネットワーク上の匿名性と同じではありません。","translated"
"nostr.relays","Relays","リレー","stable-term"
"nostr.relaysDescription","WSS relays used for chat and the P2P-fusion transport. Add your own or use the defaults.","チャットと P2P-Fusion 転送に使う WSS relay です。自分の relay を追加するか既定値を使います。","translated"
"nostr.remove","Remove","削除","translated"
"nostr.unknown","unknown","不明","translated"
"nostr.unreachable","unreachable","到達できません","translated"
"notifications.dismiss","Dismiss","閉じる","translated"
"notifications.fundsReceived","Funds received","資金を受信","translated"
"notifications.fundsReceivedBody","{amount} sats to {address} • {txid}","{amount} sats → {address} • {txid}","translated"
"notifications.incomingBch","Incoming BCH","BCH を受信","translated"
"notifications.incomingToken","Incoming token","トークンを受信","translated"
"notifications.transactionConfirmed","Transaction confirmed","取引を確認しました","translated"
"notifications.unknownAddress","unknown address","不明なアドレス","translated"
"onboarding.back","Back","戻る","translated"
"onboarding.closeHelp","Close help","ヘルプを閉じる","translated"
"onboarding.confirm","Confirm","確認","translated"
"onboarding.confirmError","Those don't match your seed phrase. Check the words and try again.","単語がシードフレーズと一致しません。確認してもう一度お試しください。","translated"
"onboarding.confirmInstruction","Type the requested words to prove you saved them correctly.","正しく保存したことを確認するため、指定された単語を入力してください。","translated"
"onboarding.confirmPasswordPlaceholder","Confirm password","パスワードを確認","translated"
"onboarding.confirmSeed","Confirm Your Seed Phrase","シードフレーズを確認","translated"
"onboarding.connectHardware","Connect Hardware Wallet","ハードウェアウォレットを接続","translated"
"onboarding.continue","Continue","続行","translated"
"onboarding.createNewWallet","Create New Wallet","新しいウォレットを作成","translated"
"onboarding.createWallet","Create Wallet","ウォレットを作成","translated"
"onboarding.createWatchOnly","Create Watch-Only Wallet","監視専用ウォレットを作成","translated"
"onboarding.creating","Creating Wallet…","作成中…","translated"
"onboarding.creationFailed","Wallet creation failed. Please try again.","ウォレットの作成に失敗しました。もう一度お試しください。","translated"
"onboarding.databasePreparationFailed","Could not prepare the wallet on this device.","この端末でウォレットを準備できませんでした。","translated"
