"key","English (en)","Korean (ko)","Status"
"nftConfig.mintingDescription","one NFT authority that can create multiple next NFTs.","여러 후속 NFT를 만들 수 있는 NFT 권한 1개","translated"
"nftConfig.mutable","mutable","변경 가능","translated"
"nftConfig.mutableDescription","one NFT that may update its commitment when spent.","사용 시 commitment를 바꿀 수 있는 NFT 1개","translated"
"nftConfig.none","none","없음","translated"
"nftConfig.noneDescription","one immutable NFT, best for approvals or receipts.","승인이나 영수증에 적합한 불변 NFT 1개","translated"
"nftConfig.placeholder","Up to 40 bytes","최대 40바이트","translated"
"nftConfig.title","NFT Configuration","NFT 구성","translated"
"nostr.active","{active}/{total} active","{active}/{total}개 활성","translated"
"nostr.add","Add","추가","translated"
"nostr.chat","Nostr chat","Nostr 채팅","translated"
"nostr.checking","Checking…","확인 중…","translated"
"nostr.checkRelayStatus","Check relay status","릴레이 상태 확인","translated"
"nostr.connected","connected","연결됨","translated"
"nostr.deriving","Deriving…","파생 중…","translated"
"nostr.disable","Disable","비활성화","translated"
"nostr.dmDescription","End-to-end encrypted DMs using NIP-17.","NIP-17을 사용하는 종단 간 암호화 DM입니다.","translated"
"nostr.enable","Enable","활성화","translated"
"nostr.identity","Nostr identity","Nostr ID","translated"
"nostr.identityDescription","Derived from your seed via NIP-06 (a separate path) — your spending keys are never reused.","NIP-06을 통해 seed에서 파생된 별도 경로입니다. 지출 키는 재사용되지 않습니다.","translated"
"nostr.invalidRelay","Enter a secure relay URL beginning with wss://","wss://로 시작하는 보안 릴레이 URL을 입력하세요","translated"
"nostr.privacyWarning","Relay operators can still observe connection metadata, timing, and recipient tags. Encrypted content is not the same as network anonymity.","릴레이 운영자는 연결 메타데이터, 시간 및 수신자 태그를 볼 수 있습니다. 암호화된 콘텐츠가 네트워크 익명성을 의미하지는 않습니다.","translated"
"nostr.relays","Relays","릴레이","stable-term"
"nostr.relaysDescription","WSS relays used for chat and the P2P-fusion transport. Add your own or use the defaults.","채팅과 P2P-Fusion 전송에 사용하는 WSS 릴레이입니다. 직접 추가하거나 기본값을 사용하세요.","translated"
"nostr.remove","Remove","삭제","translated"
"nostr.unknown","unknown","알 수 없음","translated"
"nostr.unreachable","unreachable","연결할 수 없음","translated"
"notifications.dismiss","Dismiss","닫기","translated"
"notifications.fundsReceived","Funds received","자금 수신","translated"
"notifications.fundsReceivedBody","{amount} sats to {address} • {txid}","{amount} sats → {address} • {txid}","translated"
"notifications.incomingBch","Incoming BCH","BCH 수신","translated"
"notifications.incomingToken","Incoming token","토큰 수신","translated"
"notifications.transactionConfirmed","Transaction confirmed","거래가 확인됨","translated"
"notifications.unknownAddress","unknown address","알 수 없는 주소","translated"
"onboarding.back","Back","뒤로","translated"
"onboarding.closeHelp","Close help","도움말 닫기","translated"
"onboarding.confirm","Confirm","확인","translated"
"onboarding.confirmError","Those don't match your seed phrase. Check the words and try again.","단어가 시드 문구와 일치하지 않습니다. 확인하고 다시 시도하세요.","translated"
"onboarding.confirmInstruction","Type the requested words to prove you saved them correctly.","저장한 단어가 올바른지 확인하기 위해 요청된 단어를 입력하세요.","translated"
"onboarding.confirmPasswordPlaceholder","Confirm password","비밀번호 확인","translated"
"onboarding.confirmSeed","Confirm Your Seed Phrase","시드 문구 확인","translated"
"onboarding.connectHardware","Connect Hardware Wallet","하드웨어 지갑 연결","translated"
"onboarding.continue","Continue","계속","translated"
"onboarding.createNewWallet","Create New Wallet","새 지갑 만들기","translated"
"onboarding.createWallet","Create Wallet","지갑 만들기","translated"
"onboarding.createWatchOnly","Create Watch-Only Wallet","보기 전용 지갑 만들기","translated"
"onboarding.creating","Creating Wallet…","생성 중…","translated"
"onboarding.creationFailed","Wallet creation failed. Please try again.","지갑 생성에 실패했습니다. 다시 시도하세요.","translated"
"onboarding.databasePreparationFailed","Could not prepare the wallet on this device.","이 장치에서 지갑을 준비하지 못했습니다.","translated"
"onboarding.generatedMnemonic","Generated Mnemonic:","생성된 니모닉:","translated"
"onboarding.generatingSeed","Generating seed phrase…","시드 문구 생성 중…","translated"
"onboarding.helpCreateDescription","Use this if you want a new wallet with a fresh seed phrase on this device.","이 장치에서 새 시드 문구로 새 지갑을 만들려면 사용하세요.","translated"
"onboarding.helpCreateTitle","Create Wallet","지갑 만들기","translated"
"onboarding.helpDescription","Create a wallet for the first time or restore one you already have.","처음 지갑을 만들거나 기존 지갑을 복원하세요.","translated"
"onboarding.helpImportDescription","Use this if you already have a 12-word recovery phrase and want access to an existing wallet.","12단어 복구 문구가 있고 기존 지갑에 접근하려면 사용하세요.","translated"
"onboarding.helpImportTitle","Import Wallet","지갑 가져오기","translated"
"onboarding.helpNetworkDescription","Select Mainnet for real funds or CHIPNET for test funds before you proceed.","계속하기 전에 실제 자금은 Mainnet, 테스트 자금은 CHIPNET을 선택하세요.","translated"
"onboarding.helpNetworkTitle","Choose a network","네트워크 선택","translated"
"onboarding.helpTitle","Getting started","시작하기","translated"
"onboarding.importFailed","Wallet import failed. Please try again.","지갑 가져오기에 실패했습니다. 다시 시도하세요.","translated"
"onboarding.importing","Importing Wallet…","가져오는 중…","translated"
"onboarding.importWallet","Import Wallet","지갑 가져오기","translated"
"onboarding.invalidMnemonic","Enter a valid English BIP39 recovery phrase with 12, 15, 18, 21, or 24 words.","12, 15, 18, 21 또는 24개의 영어 BIP39 복구 문구를 입력하세요.","translated"
"onboarding.missingWord","Word {number} is missing.","{number}번째 단어가 없습니다.","translated"
"onboarding.mnemonicLoading","The recovery phrase is still loading. Please wait a moment.","복구 문구를 아직 불러오는 중입니다. 잠시 기다리세요.","translated"
"onboarding.mnemonicWarning","Your recovery phrase is the master key to your wallet. Store it securely and never share it.","복구 문구는 지갑의 마스터 키입니다. 안전하게 보관하고 절대 공유하지 마세요.","translated"
"onboarding.nameRequired","Give this wallet a name.","지갑 이름을 입력하세요.","translated"
"onboarding.nameWallet","Name This Wallet","지갑 이름 지정","translated"
"onboarding.nameWalletDescription","Give this wallet a name and a password. Each wallet on this device has its own independent password.","이 지갑의 이름과 비밀번호를 설정하세요. 이 장치의 각 지갑은 독립적인 비밀번호를 사용합니다.","translated"
"onboarding.passwordMismatch","Passwords do not match.","비밀번호가 일치하지 않습니다.","translated"
"onboarding.passwordPlaceholder","Password (or leave blank)","비밀번호 (비워 두기 가능)","translated"
"onboarding.poweredBy","Powered with Bitcoin Covenants for Bitcoin Cash","Bitcoin Cash를 위한 Bitcoin Covenant 기반","translated"
"onboarding.recoveryDescription","Enter your BIP39 recovery phrase (12, 15, 18, 21, or 24 words). Each box corresponds to the word order.","영어 BIP39 복구 문구(12, 15, 18, 21 또는 24단어)를 입력하세요. 각 상자는 단어 순서에 대응합니다.","translated"
"onboarding.recoveryPhrase","Recovery Phrase","복구 문구","translated"
"onboarding.seedInstruction","Write these 12 words down in order and keep them somewhere safe. Anyone with this phrase can spend your funds — never share it or store it digitally.","이 12개 단어를 순서대로 적어 안전한 곳에 보관하세요. 이 문구를 가진 사람은 누구나 자금을 사용할 수 있으므로 절대 공유하거나 디지털로 저장하지 마세요.","translated"
"onboarding.seedTitle","Your Seed Phrase","시드 문구","translated"
"onboarding.toggleTheme","Toggle theme","테마 전환","translated"
"onboarding.walletAlreadyAvailable","This wallet is already available on this device.","이 지갑은 이미 이 장치에서 사용할 수 있습니다.","translated"
"onboarding.walletAlreadyExists","This wallet may already exist on this device.","이 지갑이 장치에 이미 있을 수 있습니다.","translated"
"onboarding.walletNamePlaceholder","Wallet name","지갑 이름","translated"
"onboarding.walletSavedIdFailed","Wallet was saved, but its wallet ID could not be resolved.","지갑은 저장했지만 지갑 ID를 확인할 수 없습니다.","translated"
"onboarding.walletSetup","Wallet Setup","지갑 설정","translated"
"onboarding.walletSetupDescription","Choose the network and address path this wallet will use.","이 지갑에서 사용할 네트워크와 주소 경로를 선택하세요.","translated"
"onboarding.welcomeAlt","OPTN Wallet","OPTN 지갑","stable-term"
"onboarding.word","Word","단어","translated"
"onboarding.wordCountLabel","Phrase length","문구 길이","translated"
"onboarding.wordPlaceholder","word","단어","translated"
"onboarding.words","words","단어","translated"
"onboarding.wroteItDown","I've written it down","기록했습니다","translated"
"outbox.amount","Amount","금액","translated"
"outbox.clearPending","Clear pending lock","대기 잠금 지우기","translated"
"outbox.clearPendingTitle","Clear this pending lock if the transaction was not actually sent","거래가 실제로 전송되지 않았다면 이 대기 잠금을 지웁니다","translated"
