"key","English (en)","French (fr)","Status"
"nftConfig.mutable","mutable","modifiable","translated"
"nftConfig.mutableDescription","one NFT that may update its commitment when spent.","un NFT dont le commitment peut changer lors de la dépense.","translated"
"nftConfig.none","none","aucune","translated"
"nftConfig.noneDescription","one immutable NFT, best for approvals or receipts.","un NFT immuable, idéal pour les approbations ou les reçus.","translated"
"nftConfig.placeholder","Up to 40 bytes","Jusqu’à 40 octets","translated"
"nftConfig.title","NFT Configuration","Configuration NFT","translated"
"nostr.active","{active}/{total} active","{active}/{total} actifs","translated"
"nostr.add","Add","Ajouter","translated"
"nostr.chat","Nostr chat","Chat Nostr","translated"
"nostr.checking","Checking…","Vérification…","translated"
"nostr.checkRelayStatus","Check relay status","Vérifier l’état des relays","translated"
"nostr.connected","connected","connecté","translated"
"nostr.deriving","Deriving…","Dérivation…","translated"
"nostr.disable","Disable","Désactiver","translated"
"nostr.dmDescription","End-to-end encrypted DMs using NIP-17.","Messages directs chiffrés de bout en bout avec NIP-17.","translated"
"nostr.enable","Enable","Activer","translated"
"nostr.identity","Nostr identity","Identité Nostr","translated"
"nostr.identityDescription","Derived from your seed via NIP-06 (a separate path) — your spending keys are never reused.","Dérivée de votre seed via NIP-06 (chemin séparé) — vos clés de dépense ne sont jamais réutilisées.","translated"
"nostr.invalidRelay","Enter a secure relay URL beginning with wss://","Saisissez une URL de relay sécurisée commençant par wss://","translated"
"nostr.privacyWarning","Relay operators can still observe connection metadata, timing, and recipient tags. Encrypted content is not the same as network anonymity.","Les opérateurs de relay peuvent toujours observer les métadonnées de connexion, les horaires et les tags de destinataire. Un contenu chiffré n’est pas synonyme d’anonymat réseau.","translated"
"nostr.relays","Relays","Relays","stable-term"
"nostr.relaysDescription","WSS relays used for chat and the P2P-fusion transport. Add your own or use the defaults.","Relays WSS utilisés pour le chat et le transport P2P-Fusion. Ajoutez les vôtres ou utilisez les valeurs par défaut.","translated"
"nostr.remove","Remove","Supprimer","translated"
"nostr.unknown","unknown","inconnu","translated"
"nostr.unreachable","unreachable","inaccessible","translated"
"notifications.dismiss","Dismiss","Ignorer","translated"
"notifications.fundsReceived","Funds received","Fonds reçus","translated"
"notifications.fundsReceivedBody","{amount} sats to {address} • {txid}","{amount} sats vers {address} • {txid}","translated"
"notifications.incomingBch","Incoming BCH","BCH reçu","translated"
"notifications.incomingToken","Incoming token","Token reçu","translated"
"notifications.transactionConfirmed","Transaction confirmed","Transaction confirmée","translated"
"notifications.unknownAddress","unknown address","adresse inconnue","translated"
"onboarding.back","Back","Retour","translated"
"onboarding.closeHelp","Close help","Fermer l’aide","translated"
"onboarding.confirm","Confirm","Confirmer","translated"
"onboarding.confirmError","Those don't match your seed phrase. Check the words and try again.","Ces mots ne correspondent pas à votre phrase de départ. Vérifiez-les et réessayez.","translated"
"onboarding.confirmInstruction","Type the requested words to prove you saved them correctly.","Saisissez les mots demandés pour confirmer que vous les avez correctement sauvegardés.","translated"
"onboarding.confirmPasswordPlaceholder","Confirm password","Confirmer le mot de passe","translated"
"onboarding.confirmSeed","Confirm Your Seed Phrase","Confirmer votre phrase de récupération","translated"
"onboarding.connectHardware","Connect Hardware Wallet","Connecter un portefeuille matériel","translated"
"onboarding.continue","Continue","Continuer","translated"
"onboarding.createNewWallet","Create New Wallet","Créer un nouveau portefeuille","translated"
"onboarding.createWallet","Create Wallet","Créer un portefeuille","translated"
"onboarding.createWatchOnly","Create Watch-Only Wallet","Créer un portefeuille en lecture seule","translated"
"onboarding.creating","Creating Wallet…","Création…","translated"
"onboarding.creationFailed","Wallet creation failed. Please try again.","Échec de la création. Réessayez.","translated"
"onboarding.databasePreparationFailed","Could not prepare the wallet on this device.","Impossible de préparer le portefeuille sur cet appareil.","translated"
"onboarding.generatedMnemonic","Generated Mnemonic:","Phrase mnémonique générée :","translated"
"onboarding.generatingSeed","Generating seed phrase…","Génération de la phrase de récupération…","translated"
"onboarding.helpCreateDescription","Use this if you want a new wallet with a fresh seed phrase on this device.","Utilisez cette option pour créer un nouveau portefeuille avec une nouvelle phrase de départ sur cet appareil.","translated"
"onboarding.helpCreateTitle","Create Wallet","Créer un portefeuille","translated"
"onboarding.helpDescription","Create a wallet for the first time or restore one you already have.","Créez un portefeuille pour la première fois ou restaurez-en un existant.","translated"
"onboarding.helpImportDescription","Use this if you already have a 12-word recovery phrase and want access to an existing wallet.","Utilisez cette option si vous avez déjà une phrase de récupération de 12 mots et souhaitez accéder à un portefeuille existant.","translated"
"onboarding.helpImportTitle","Import Wallet","Importer un portefeuille","translated"
"onboarding.helpNetworkDescription","Select Mainnet for real funds or CHIPNET for test funds before you proceed.","Sélectionnez Mainnet pour des fonds réels ou CHIPNET pour des fonds de test avant de continuer.","translated"
"onboarding.helpNetworkTitle","Choose a network","Choisir un réseau","translated"
"onboarding.helpTitle","Getting started","Pour commencer","translated"
"onboarding.importFailed","Wallet import failed. Please try again.","Échec de l’importation. Réessayez.","translated"
"onboarding.importing","Importing Wallet…","Importation…","translated"
"onboarding.importWallet","Import Wallet","Importer un portefeuille","translated"
"onboarding.invalidMnemonic","Enter a valid English BIP39 recovery phrase with 12, 15, 18, 21, or 24 words.","Saisissez une phrase de récupération BIP39 anglaise valide de 12, 15, 18, 21 ou 24 mots.","translated"
"onboarding.missingWord","Word {number} is missing.","Le mot {number} est manquant.","translated"
"onboarding.mnemonicLoading","The recovery phrase is still loading. Please wait a moment.","La phrase de récupération est encore en cours de chargement. Patientez un instant.","translated"
"onboarding.mnemonicWarning","Your recovery phrase is the master key to your wallet. Store it securely and never share it.","Votre phrase de récupération est la clé principale de votre portefeuille. Conservez-la en sécurité et ne la partagez jamais.","translated"
"onboarding.nameRequired","Give this wallet a name.","Donnez un nom à ce portefeuille.","translated"
"onboarding.nameWallet","Name This Wallet","Nommer ce portefeuille","translated"
"onboarding.nameWalletDescription","Give this wallet a name and a password. Each wallet on this device has its own independent password.","Donnez un nom et un mot de passe à ce portefeuille. Chaque portefeuille de cet appareil possède son propre mot de passe indépendant.","translated"
"onboarding.passwordMismatch","Passwords do not match.","Les mots de passe ne correspondent pas.","translated"
"onboarding.passwordPlaceholder","Password (or leave blank)","Mot de passe (ou laisser vide)","translated"
"onboarding.poweredBy","Powered with Bitcoin Covenants for Bitcoin Cash","Propulsé par les covenants Bitcoin pour Bitcoin Cash","translated"
"onboarding.recoveryDescription","Enter your BIP39 recovery phrase (12, 15, 18, 21, or 24 words). Each box corresponds to the word order.","Saisissez votre phrase de récupération BIP39 en anglais (12, 15, 18, 21 ou 24 mots). Chaque champ correspond à l’ordre des mots.","translated"
"onboarding.recoveryPhrase","Recovery Phrase","Phrase de récupération","translated"
"onboarding.seedInstruction","Write these 12 words down in order and keep them somewhere safe. Anyone with this phrase can spend your funds — never share it or store it digitally.","Notez ces 12 mots dans l’ordre et conservez-les en lieu sûr. Toute personne qui possède cette phrase peut dépenser vos fonds — ne la partagez jamais et ne la stockez pas numériquement.","translated"
"onboarding.seedTitle","Your Seed Phrase","Votre phrase de récupération","translated"
"onboarding.toggleTheme","Toggle theme","Changer de thème","translated"
"onboarding.walletAlreadyAvailable","This wallet is already available on this device.","Ce portefeuille est déjà disponible sur cet appareil.","translated"
"onboarding.walletAlreadyExists","This wallet may already exist on this device.","Ce portefeuille existe peut-être déjà sur cet appareil.","translated"
"onboarding.walletNamePlaceholder","Wallet name","Nom du portefeuille","translated"
"onboarding.walletSavedIdFailed","Wallet was saved, but its wallet ID could not be resolved.","Le portefeuille a été enregistré, mais son identifiant n’a pas pu être résolu.","translated"
