"key","English (en)","Hausa (Nigeria) (ha-NG)","Status"
"utxo.name","Name","Suna","translated"
"utxo.nft","NFT","NFT","stable-term"
"utxo.none","No UTXOs to display.","Babu UTXO da za a nuna.","translated"
"utxo.pos","Pos","Matsayi","translated"
"utxo.tokens","tokens","tokens","stable-term"
"utxo.txHash","Tx Hash","Hash na ma’amala","translated"
"walkthrough.label","Walkthrough","Jagorar mataki-mataki","translated"
"watchOnly.accountXpub","Account xPub","xPub na account","translated"
"watchOnly.back","Back to wallets","Koma wallets","translated"
"watchOnly.change","Change #{index}","Canji #{index}","translated"
"watchOnly.chipnet","Chipnet","Chipnet","stable-term"
"watchOnly.comingNext","Coming next","Zai zo nan gaba","translated"
"watchOnly.description","Inspect public BCH addresses without importing any private keys.","Duba adireshin BCH na jama’a ba tare da shigo da maɓallan sirri ba.","translated"
"watchOnly.mainnet","Mainnet","Mainnet","stable-term"
"watchOnly.multipleCosigners","Multiple cosigners","Masu sa hannu da yawa","translated"
"watchOnly.multisign","Multisign","Sa hannu da yawa","translated"
"watchOnly.network","Network","Hanyar sadarwa","translated"
"watchOnly.pathNote","Confirm that SeedCash exported this account at m/44'/145'/account'. A standalone BIP32 xPub cannot prove its parent purpose or coin path.","Tabbatar SeedCash ya fitar da wannan account a m/44’/145’/account’. xPub na BIP32 shi kaɗai ba zai tabbatar da manufar mahaifi ko hanyar coin ba.","translated"
"watchOnly.previewPublic","Preview public addresses","Samfotin adireshin jama’a","translated"
"watchOnly.previewTitle","Public address preview","Samfotin adireshin jama’a","translated"
"watchOnly.receive","Receive #{index}","Karɓa #{index}","translated"
"watchOnly.scanCamera","Scan (camera)","Duba (kamara)","translated"
"watchOnly.standard","Standard","Na yau da kullum","stable-term"
"watchOnly.title","Watch-Only Wallet Preview","Samfotin wallet na kallo kawai","translated"
"watchOnly.type","Watch-only wallet type","Nau’in wallet na kallo kawai","translated"
"watchOnly.uploadQr","Upload QR","Loda QR","translated"
"watchOnly.warning","Public preview only: this screen does not save a watch-only wallet or create, sign, import, or broadcast PSBT transactions yet.","Samfotin jama’a kawai: wannan allo bai adana wallet na kallo kawai ko ƙirƙira, sa hannu, shigo da ko watsa cinikin PSBT ba tukuna.","translated"
"watchOnly.xpubPlaceholder","Paste the xPub exported by SeedCash","Manna xPub da SeedCash ya fitar","translated"
"wc.activeSessions","Active WalletConnect Sessions","Zaman WalletConnect masu aiki","translated"
"wc.address","Address","Adireshi","translated"
"wc.approvalFailedBody","Failed to approve the session request from {name}.","An kasa amincewa da buƙatar zaman daga {name}.","translated"
"wc.approvalFailedTitle","WalletConnect approval failed","Amincewar WalletConnect ta gaza","translated"
"wc.approve","Approve","Amince","translated"
"wc.approvedBody","Connected to {name}.","An haɗa da {name}.","translated"
"wc.approvedTitle","WalletConnect session approved","An amince da zaman WalletConnect","translated"
"wc.approveSession","Approve Session","Amince da zaman","translated"
"wc.broadcast","Broadcast","Watsa","translated"
"wc.broadcastLocked","Another outgoing transaction is still syncing. To avoid duplicates while you are offline, this wallet will only broadcast one unresolved transaction at a time.","Wani cinikin fita yana daidaitawa. Don hana maimaitawa yayin da ba ka kan layi, wallet ɗin zai watsa ciniki guda ɗaya da ba a warware ba a lokaci guda.","translated"
"wc.cancel","Cancel","Soke","translated"
"wc.close","Close","Rufe","translated"
"wc.connect","Connect","Haɗa","translated"
"wc.connectionUri","Connection URI","URI na haɗi","translated"
"wc.dappName","DApp Name","Sunan dApp","translated"
"wc.disconnect","Disconnect","Cire haɗi","translated"
"wc.disconnectsOn","Disconnects On","Cire haɗi a","translated"
"wc.domain","Domain","Yanki","translated"
"wc.enterUri","Enter WalletConnect URI","Shigar da URI na WalletConnect","translated"
"wc.estimatedFee","Estimated Fee","Kiyasin kuɗin aiki","translated"
"wc.fungibleAmount","Fungible Amount","Adadin fungible","translated"
"wc.index","Index","Fihirisa","stable-term"
"wc.inputs","Inputs ({count})","Shigarwa ({count})","translated"
"wc.invalidLockingBytecode","Invalid locking bytecode","Locking bytecode ba daidai ba","translated"
"wc.invalidQr","Not a valid WalletConnect URI.","Ba ingantaccen URI na WalletConnect ba ne.","translated"
"wc.messageApprovedBody","Approved the WalletConnect message request.","An amince da buƙatar saƙon WalletConnect.","translated"
"wc.messageFailedBody","Failed to sign WalletConnect message request.","An kasa sa hannu kan buƙatar saƙon WalletConnect.","translated"
"wc.messageFailedTitle","WalletConnect message failed","Saƙon WalletConnect ya gaza","translated"
"wc.messageRejectedBody","Rejected the WalletConnect message request.","An ƙi buƙatar saƙon WalletConnect.","translated"
"wc.messageRejectedTitle","WalletConnect message rejected","An ƙi saƙon WalletConnect","translated"
"wc.messageRejectFailedBody","Failed to reject WalletConnect message request.","An kasa ƙin buƙatar saƙon WalletConnect.","translated"
"wc.messageSignedBody","Approved request from {name}.","An amince da buƙatar daga {name}.","translated"
"wc.messageSignedTitle","WalletConnect message signed","An sa hannu kan saƙon WalletConnect","translated"
"wc.messageToSign","Message to Sign","Saƙon da za a sa hannu","translated"
"wc.nftCapability","NFT Capability","Iwar NFT","translated"
"wc.nftCommitment","NFT Commitment","Alƙawarin NFT","translated"
"wc.no","No","A’a","translated"
"wc.noActiveSessions","No active WalletConnect sessions yet.","Babu zaman WalletConnect mai aiki tukuna.","translated"
"wc.noQr","No QR code detected. Try again.","Ba a gano lambar QR ba. Sake gwadawa.","translated"
"wc.noSessions","No active sessions.","Babu zaman mai aiki.","translated"
"wc.opReturnOutput","OP_RETURN Output","Fitarwar OP_RETURN","translated"
"wc.outputs","Outputs ({count})","Fitarwa ({count})","translated"
"wc.pairingStarted","WalletConnect pairing started.","An fara haɗa WalletConnect.","translated"
"wc.pairingSuccessful","WalletConnect pairing successful via QR.","An haɗa WalletConnect ta QR cikin nasara.","translated"
"wc.prompt","Prompt","Buƙata","translated"
"wc.reject","Reject","Ƙi","translated"
"wc.rejectedBody","Rejected the session request from {name}.","An ƙi buƙatar zaman daga {name}.","translated"
"wc.rejectedTitle","WalletConnect session rejected","An ƙi zaman WalletConnect","translated"
"wc.rejectionFailedBody","Failed to reject the session request from {name}.","An kasa ƙin buƙatar zaman daga {name}.","translated"
"wc.rejectionFailedTitle","WalletConnect rejection failed","Kin WalletConnect ya gaza","translated"
"wc.rejectionSentBody","Sent the rejection response to the dApp.","An aika amsar kin zuwa dApp.","translated"
"wc.rejectionStaleBody","The dApp disconnected before the rejection response could be delivered.","dApp ya cire haɗi kafin a isar da amsar kin.","translated"
"wc.requestExpiredBody","The dApp request expired before it could be completed.","Buƙatar dApp ta ƙare kafin a kammala ta.","translated"
"wc.requestExpiredTitle","WalletConnect request expired","Buƙatar WalletConnect ta ƙare","translated"
"wc.scanFailed","WalletConnect scan failed.","Duba WalletConnect ya gaza.","translated"
"wc.scanQr","Scan QR","Duba QR","translated"
"wc.sessionDisconnectedBody","A WalletConnect session was disconnected remotely.","An cire wani zaman WalletConnect daga nesa.","translated"
"wc.sessionDisconnectedFrom","Disconnected from {name}.","An cire haɗi daga {name}.","translated"
"wc.sessionDisconnectedTitle","WalletConnect session disconnected","An cire zaman WalletConnect","translated"
"wc.sessionRequestExpiredBody","The WalletConnect session request timed out before approval.","Buƙatar zaman WalletConnect ta ƙare kafin amincewa.","translated"
"wc.sessionRequestExpiredTitle","WalletConnect session request expired","Buƙatar zaman WalletConnect ta ƙare","translated"
"wc.sessionRequestFrom","Session request from {name}.","Buƙatar zaman daga {name}.","translated"
"wc.sessionRequestGeneric","A dApp requested a WalletConnect session.","Wani dApp ya nemi zaman WalletConnect.","translated"
"wc.sessionRequestTitle","WalletConnect session request","Buƙatar zaman WalletConnect","translated"
"wc.settings","Settings","Saituna","translated"
"wc.sign","Sign","Sa hannu","translated"
"wc.signMessageRequest","Sign Message Request","Buƙatar sa hannun saƙo","translated"
"wc.signTransactionRequest","Sign Transaction Request","Buƙatar sa hannun ciniki","translated"
"wc.tokenCategory","Token Category","Rukunin token","translated"
"wc.totalInput","Total Input","Jimlar shigarwa","translated"
"wc.totalOutput","Total Output","Jimlar fitarwa","translated"
"wc.transactionApprovedTitle","WalletConnect transaction approved","An amince da cinikin WalletConnect","translated"
"wc.transactionFailedBody","Failed to sign WalletConnect transaction request: {message}","An kasa sa hannu kan buƙatar cinikin WalletConnect: {message}","translated"
"wc.transactionFailedTitle","WalletConnect transaction failed","Cinikin WalletConnect ya gaza","translated"
"wc.transactionRejectedTitle","WalletConnect transaction rejected","An ƙi cinikin WalletConnect","translated"
"wc.transactionRejectionFailedBody","Failed to reject WalletConnect transaction request: {message}","An kasa ƙin buƙatar cinikin WalletConnect: {message}","translated"
"wc.transactionResponseSentBody","Sent the WalletConnect transaction response.","An aika amsar cinikin WalletConnect.","translated"
"wc.transactionSentBody","Sent the transaction response to {name}.","An aika amsar ciniki zuwa {name}.","translated"
"wc.transactionStaleBody","The dApp disconnected before the transaction response could be delivered.","dApp ya cire haɗi kafin a isar da amsar ciniki.","translated"
"wc.txid","TXID","TXID","stable-term"
"wc.unknownDapp","Unknown dApp","dApp da ba a sani ba","translated"
"wc.unsupportedTransaction","This request uses an unsupported transaction representation in the current OPTN Wallet integration.","Wannan buƙatar tana amfani da tsarin ciniki da haɗin OPTN Wallet na yanzu ba ya goyan baya.","translated"
"wc.validUri","Please provide a valid WalletConnect URI.","Bayar da ingantaccen URI na WalletConnect.","translated"
"wc.waitingForSync","Waiting for sync","Ana jiran daidaitawa","translated"
"wc.waitPrevious","Wait for the previous outgoing transaction to sync first","Jira a fara daidaita cinikin fita na baya","translated"
"wc.working","Working…","Ana aiki…","translated"
"wc.yes","Yes","Eh","translated"
"wizard.activeSessions","Active WizardConnect Sessions","Zaman WizardConnect masu aiki","translated"
"wizard.address","Address","Adireshi","translated"
"wizard.approve","Approve WizardConnect","Amince da WizardConnect","translated"
"wizard.approved","WizardConnect transaction approved and sent.","An amince da cinikin WizardConnect kuma an aika shi.","translated"
"wizard.approveFailed","WizardConnect transaction failed: {message}","Cinikin WizardConnect ya gaza: {message}","translated"
"wizard.broadcast","Broadcast","Watsa","translated"
"wizard.cancel","Cancel","Soke","translated"
"wizard.close","Close","Rufe","translated"
"wizard.connect","Connect","Haɗa","translated"
"wizard.connectedOn","Connected On","An haɗa a","translated"
"wizard.connecting","Connecting…","Ana haɗawa…","translated"
"wizard.connectionUri","Connection URI","URI na haɗi","translated"
"wizard.connectQuestion","Connect this wallet to the following WizardConnect request?","Haɗa wannan wallet da wannan buƙatar WizardConnect?","translated"
"wizard.dapp","DApp","dApp","stable-term"
"wizard.disconnect","Disconnect","Cire haɗi","translated"
"wizard.enterUri","Enter WizardConnect URI","Shigar da URI na WizardConnect","translated"
"wizard.errorPrefix","Error: {message}","Kuskure: {message}","translated"
"wizard.estimatedFee","Estimated Fee","Kiyasin kuɗin aiki","translated"
"wizard.fungibleAmount","Fungible Amount","Adadin fungible","translated"
"wizard.index","Index","Fihirisa","stable-term"
"wizard.invalidQr","Not a valid WizardConnect QR code.","Ba ingantaccen QR na WizardConnect ba ne.","translated"
"wizard.no","No","A’a","translated"
"wizard.noActiveSessions","No active WizardConnect sessions yet.","Babu zaman WizardConnect mai aiki tukuna.","translated"
"wizard.noQr","No QR code detected. Try again.","Ba a gano lambar QR ba. Sake gwadawa.","translated"
"wizard.noWallet","No active wallet is available for WizardConnect.","Babu wallet mai aiki da za a yi amfani da shi da WizardConnect.","translated"
"wizard.opReturnOutput","OP_RETURN Output","Fitarwar OP_RETURN","translated"
"wizard.pairingStarted","WizardConnect pairing started.","An fara haɗa WizardConnect.","translated"
"wizard.prompt","Prompt","Buƙata","translated"
"wizard.rejected","WizardConnect transaction rejected.","An ƙi cinikin WizardConnect.","translated"
"wizard.rejectFailed","WizardConnect rejection failed: {message}","Kin WizardConnect ya gaza: {message}","translated"
"wizard.scanFailed","WizardConnect scan failed.","Duba WizardConnect ya gaza.","translated"
"wizard.sessionDisconnectedOrExpired","A WizardConnect session disconnected or expired on the dApp side.","An cire zaman WizardConnect ko ya ƙare a ɓangaren dApp.","translated"
"wizard.settings","Settings","Saituna","translated"
"wizard.sign","Sign","Sa hannu","translated"
"wizard.signRequest","WizardConnect Sign Request","Buƙatar sa hannun WizardConnect","translated"
"wizard.status","Status","Matsayi","stable-term"
"wizard.tokenCategory","Token Category","Rukunin token","translated"
"wizard.totalInput","Total Input","Jimlar shigarwa","translated"
"wizard.totalOutput","Total Output","Jimlar fitarwa","translated"
"wizard.txid","TXID","TXID","stable-term"
"wizard.unknownDapp","Unknown dApp","dApp da ba a sani ba","translated"
"wizard.unsupportedTransaction","This request uses an unsupported transaction representation in the current OPTN Wallet integration.","Wannan buƙatar tana amfani da tsarin ciniki da haɗin OPTN Wallet na yanzu ba ya goyan baya.","translated"
"wizard.validUri","Please provide a valid WizardConnect URI.","Bayar da ingantaccen URI na WizardConnect.","translated"
"wizard.yes","Yes","Eh","translated"
